home_team,away_team,home_goals,away_goals,result,season
Reading,Sunderland,2,1,1,6
West Ham United,Swansea City,1,0,1,6
Wigan Athletic,Southampton,2,2,0,6
Fulham,Manchester United,0,1,2,6
West Bromwich Albion,Tottenham Hotspur,0,1,2,6
Manchester City,Liverpool,2,2,0,6
Tottenham Hotspur,Newcastle United,2,1,1,6
Chelsea,Wigan Athletic,4,1,1,6
Norwich City,Fulham,0,0,0,6
Stoke City,Reading,2,1,1,6
Sunderland,Arsenal,0,1,2,6
Swansea City,Queens Park Rangers,4,1,1,6
Southampton,Manchester City,3,1,1,6
Aston Villa,West Ham United,2,1,1,6
Manchester United,Everton,2,0,1,6
Liverpool,West Bromwich Albion,0,2,2,6
Liverpool,Swansea City,5,0,1,6
Fulham,Stoke City,1,0,1,6
Arsenal,Aston Villa,2,1,1,6
Norwich City,Everton,2,1,1,6
Queens Park Rangers,Manchester United,0,2,2,6
Reading,Wigan Athletic,0,3,2,6
West Bromwich Albion,Sunderland,2,1,1,6
Manchester City,Chelsea,2,0,1,6
Newcastle United,Southampton,4,2,1,6
West Ham United,Tottenham Hotspur,2,3,2,6
Chelsea,West Bromwich Albion,1,0,1,6
Everton,Reading,3,1,1,6
Manchester United,Norwich City,4,0,1,6
Southampton,Queens Park Rangers,1,2,2,6
Stoke City,West Ham United,0,1,2,6
Sunderland,Fulham,2,2,0,6
Swansea City,Newcastle United,1,0,1,6
Wigan Athletic,Liverpool,0,4,2,6
Tottenham Hotspur,Arsenal,2,1,1,6
Aston Villa,Manchester City,0,1,2,6
Norwich City,Southampton,0,0,0,6
Queens Park Rangers,Sunderland,3,1,1,6
Reading,Aston Villa,1,2,2,6
West Bromwich Albion,Swansea City,2,1,1,6
Newcastle United,Stoke City,2,1,1,6
Liverpool,Tottenham Hotspur,3,2,1,6
Everton,Manchester City,2,0,1,6
Aston Villa,Queens Park Rangers,3,2,1,6
Southampton,Liverpool,3,1,1,6
Stoke City,West Bromwich Albion,0,0,0,6
Swansea City,Arsenal,0,2,2,6
Manchester United,Reading,1,0,1,6
Sunderland,Norwich City,1,1,0,6
Tottenham Hotspur,Fulham,0,1,2,6
Chelsea,West Ham United,2,0,1,6
Wigan Athletic,Newcastle United,2,1,1,6
Sunderland,Manchester United,0,1,2,6
Arsenal,Reading,4,1,1,6
Manchester City,Newcastle United,4,0,1,6
Southampton,Chelsea,2,1,1,6
Swansea City,Tottenham Hotspur,1,2,2,6
West Ham United,West Bromwich Albion,3,1,1,6
Wigan Athletic,Norwich City,1,0,1,6
Everton,Stoke City,1,0,1,6
Aston Villa,Liverpool,1,2,2,6
Fulham,Queens Park Rangers,3,2,1,6
Reading,Southampton,0,2,2,6
Norwich City,Swansea City,2,2,0,6
Stoke City,Aston Villa,1,3,2,6
West Bromwich Albion,Arsenal,1,2,2,6
Liverpool,West Ham United,0,0,0,6
Tottenham Hotspur,Everton,2,2,0,6
Chelsea,Sunderland,2,1,1,6
Newcastle United,Fulham,1,0,1,6
Queens Park Rangers,Wigan Athletic,1,1,0,6
Manchester United,Manchester City,1,2,2,6
Arsenal,Norwich City,3,1,1,6
Aston Villa,Fulham,1,1,0,6
Everton,Queens Park Rangers,2,0,1,6
Reading,Liverpool,0,0,0,6
Southampton,West Ham United,1,1,0,6
Newcastle United,Sunderland,0,3,2,6
Stoke City,Manchester United,0,2,2,6
Arsenal,Everton,0,0,0,6
Manchester City,Wigan Athletic,1,0,1,6
West Ham United,Manchester United,2,2,0,6
Fulham,Chelsea,0,3,2,6
Fulham,Arsenal,0,1,2,6
Norwich City,Reading,2,1,1,6
Queens Park Rangers,Stoke City,0,2,2,6
Sunderland,Everton,1,0,1,6
Swansea City,Southampton,0,0,0,6
West Bromwich Albion,Newcastle United,1,1,0,6
West Ham United,Wigan Athletic,2,0,1,6
Tottenham Hotspur,Manchester City,3,1,1,6
Liverpool,Chelsea,2,2,0,6
Manchester United,Aston Villa,3,0,1,6
Manchester City,West Ham United,2,1,1,6
Everton,Fulham,1,0,1,6
Southampton,West Bromwich Albion,0,3,2,6
Stoke City,Norwich City,1,0,1,6
Wigan Athletic,Tottenham Hotspur,2,2,0,6
Newcastle United,Liverpool,0,6,2,6
Reading,Queens Park Rangers,0,0,0,6
Chelsea,Swansea City,2,0,1,6
Arsenal,Manchester United,1,1,0,6
Aston Villa,Sunderland,6,1,1,6
Fulham,Reading,2,4,2,6
Norwich City,Aston Villa,1,2,2,6
Swansea City,Manchester City,0,0,0,6
Tottenham Hotspur,Southampton,1,0,1,6
West Bromwich Albion,Wigan Athletic,2,3,2,6
West Ham United,Newcastle United,0,0,0,6
Queens Park Rangers,Arsenal,0,1,2,6
Liverpool,Everton,0,0,0,6
Manchester United,Chelsea,0,1,2,6
Sunderland,Stoke City,1,1,0,6
Manchester City,West Bromwich Albion,1,0,1,6
Wigan Athletic,Swansea City,2,3,2,6
Chelsea,Tottenham Hotspur,2,2,0,6
Aston Villa,Chelsea,1,2,2,6
Stoke City,Tottenham Hotspur,1,2,2,6
Everton,West Ham United,2,0,1,6
Fulham,Liverpool,1,3,2,6
Norwich City,West Bromwich Albion,4,0,1,6
Queens Park Rangers,Newcastle United,1,2,2,6
Sunderland,Southampton,1,1,0,6
Manchester United,Swansea City,2,1,1,6
Arsenal,Wigan Athletic,4,1,1,6
Reading,Manchester City,0,2,2,6
Chelsea,Everton,2,1,1,6
Liverpool,Queens Park Rangers,1,0,1,6
Manchester City,Norwich City,2,3,2,6
Newcastle United,Arsenal,0,1,2,6
Southampton,Stoke City,1,1,0,6
Swansea City,Fulham,0,3,2,6
Tottenham Hotspur,Sunderland,1,0,1,6
West Bromwich Albion,Manchester United,5,5,0,6
West Ham United,Reading,4,2,1,6
Wigan Athletic,Aston Villa,2,2,0,6
Liverpool,Stoke City,1,0,1,7
Arsenal,Aston Villa,1,3,2,7
Norwich City,Everton,2,2,0,7
Sunderland,Fulham,0,1,2,7
West Bromwich Albion,Southampton,0,1,2,7
West Ham United,Cardiff City,2,0,1,7
Swansea City,Manchester United,1,4,2,7
Crystal Palace,Tottenham Hotspur,0,1,2,7
Chelsea,Hull City,2,0,1,7
Manchester City,Newcastle United,4,0,1,7
Chelsea,Aston Villa,2,1,1,7
Fulham,Arsenal,1,3,2,7
Everton,West Bromwich Albion,0,0,0,7
Hull City,Norwich City,1,0,1,7
Newcastle United,West Ham United,0,0,0,7
Southampton,Sunderland,1,1,0,7
Stoke City,Crystal Palace,2,1,1,7
Aston Villa,Liverpool,0,1,2,7
Cardiff City,Manchester City,3,2,1,7
Tottenham Hotspur,Swansea City,1,0,1,7
Manchester United,Chelsea,0,0,0,7
Manchester City,Hull City,2,0,1,7
Cardiff City,Everton,0,0,0,7
Newcastle United,Fulham,1,0,1,7
Norwich City,Southampton,1,0,1,7
West Ham United,Stoke City,0,1,2,7
Crystal Palace,Sunderland,3,1,1,7
Liverpool,Manchester United,1,0,1,7
West Bromwich Albion,Swansea City,0,2,2,7
Arsenal,Tottenham Hotspur,1,0,1,7
Manchester United,Crystal Palace,2,0,1,7
Aston Villa,Newcastle United,1,2,2,7
Fulham,West Bromwich Albion,1,1,0,7
Hull City,Cardiff City,1,1,0,7
Stoke City,Manchester City,0,0,0,7
Sunderland,Arsenal,1,3,2,7
Tottenham Hotspur,Norwich City,2,0,1,7
Everton,Chelsea,1,0,1,7
Southampton,West Ham United,0,0,0,7
Swansea City,Liverpool,2,2,0,7
Norwich City,Aston Villa,0,1,2,7
Liverpool,Southampton,0,1,2,7
Newcastle United,Hull City,2,3,2,7
West Bromwich Albion,Sunderland,3,0,1,7
West Ham United,Everton,2,3,2,7
Chelsea,Fulham,2,0,1,7
Arsenal,Stoke City,3,1,1,7
Crystal Palace,Swansea City,0,2,2,7
Cardiff City,Tottenham Hotspur,0,1,2,7
Manchester City,Manchester United,4,1,1,7
Tottenham Hotspur,Chelsea,1,1,0,7
Aston Villa,Manchester City,3,2,1,7
Fulham,Cardiff City,1,2,2,7
Hull City,West Ham United,1,0,1,7
Manchester United,West Bromwich Albion,1,2,2,7
Southampton,Crystal Palace,2,0,1,7
Swansea City,Arsenal,1,2,2,7
Stoke City,Norwich City,0,1,2,7
Sunderland,Liverpool,1,3,2,7
Everton,Newcastle United,3,2,1,7
Manchester City,Everton,3,1,1,7
Cardiff City,Newcastle United,1,2,2,7
Fulham,Stoke City,1,0,1,7
Hull City,Aston Villa,0,0,0,7
Liverpool,Crystal Palace,3,1,1,7
Sunderland,Manchester United,1,2,2,7
Norwich City,Chelsea,1,3,2,7
Southampton,Swansea City,2,0,1,7
Tottenham Hotspur,West Ham United,0,3,2,7
West Bromwich Albion,Arsenal,1,1,0,7
Newcastle United,Liverpool,2,2,0,7
Arsenal,Norwich City,4,1,1,7
Chelsea,Cardiff City,4,1,1,7
Everton,Hull City,2,1,1,7
Manchester United,Southampton,1,1,0,7
Stoke City,West Bromwich Albion,0,0,0,7
Swansea City,Sunderland,4,0,1,7
West Ham United,Manchester City,1,3,2,7
Aston Villa,Tottenham Hotspur,0,2,2,7
Crystal Palace,Fulham,1,4,2,7
Crystal Palace,Arsenal,0,2,2,7
Aston Villa,Everton,0,2,2,7
Liverpool,West Bromwich Albion,4,1,1,7
Manchester United,Stoke City,3,2,1,7
Norwich City,Cardiff City,0,0,0,7
Southampton,Fulham,2,0,1,7
Sunderland,Newcastle United,2,1,1,7
Chelsea,Manchester City,2,1,1,7
Swansea City,West Ham United,0,0,0,7
Tottenham Hotspur,Hull City,1,0,1,7
Newcastle United,Chelsea,2,0,1,7
Fulham,Manchester United,1,3,2,7
Hull City,Sunderland,1,0,1,7
Manchester City,Norwich City,7,0,1,7
Stoke City,Southampton,1,1,0,7
West Bromwich Albion,Crystal Palace,2,0,1,7
West Ham United,Aston Villa,0,0,0,7
Arsenal,Liverpool,2,0,1,7
Everton,Tottenham Hotspur,0,0,0,7
Cardiff City,Swansea City,1,0,1,7
Aston Villa,Cardiff City,2,0,1,7
Chelsea,West Bromwich Albion,2,2,0,7
Crystal Palace,Everton,0,0,0,7
Liverpool,Fulham,4,0,1,7
Southampton,Hull City,4,1,1,7
Norwich City,West Ham United,3,1,1,7
Tottenham Hotspur,Newcastle United,0,1,2,7
Sunderland,Manchester City,1,0,1,7
Manchester United,Arsenal,1,0,1,7
Swansea City,Stoke City,3,3,0,7
Everton,Liverpool,3,3,0,7
Arsenal,Southampton,2,0,1,7
Fulham,Swansea City,1,2,2,7
Hull City,Crystal Palace,0,1,2,7
Newcastle United,Norwich City,2,1,1,7
Stoke City,Sunderland,2,0,1,7
West Ham United,Chelsea,0,3,2,7
Manchester City,Tottenham Hotspur,6,0,1,7
Cardiff City,Manchester United,2,2,0,7
West Bromwich Albion,Aston Villa,2,2,0,7
Aston Villa,Sunderland,0,0,0,7
Cardiff City,Arsenal,0,3,2,7
Everton,Stoke City,4,0,1,7
Norwich City,Crystal Palace,1,0,1,7
West Ham United,Fulham,3,0,1,7
Newcastle United,West Bromwich Albion,2,1,1,7
Tottenham Hotspur,Manchester United,2,2,0,7
Hull City,Liverpool,3,1,1,7
Chelsea,Southampton,3,1,1,7
Manchester City,Swansea City,3,0,1,7
Crystal Palace,West Ham United,1,0,1,7
Arsenal,Hull City,2,0,1,7
Liverpool,Norwich City,5,1,1,7
Manchester United,Everton,0,1,2,7
Southampton,Aston Villa,2,3,2,7
Stoke City,Cardiff City,0,0,0,7
Sunderland,Chelsea,3,4,2,7
Swansea City,Newcastle United,3,0,1,7
Fulham,Tottenham Hotspur,1,2,2,7
West Bromwich Albion,Manchester City,2,3,2,7
Manchester United,Newcastle United,0,1,2,7
Crystal Palace,Cardiff City,2,0,1,7
Liverpool,West Ham United,4,1,1,7
Southampton,Manchester City,1,1,0,7
Stoke City,Chelsea,3,2,1,7
West Bromwich Albion,Norwich City,0,2,2,7
Sunderland,Tottenham Hotspur,1,2,2,7
Fulham,Aston Villa,2,0,1,7
Arsenal,Everton,1,1,0,7
Swansea City,Hull City,1,1,0,7
Manchester City,Arsenal,6,3,1,7
Cardiff City,West Bromwich Albion,1,0,1,7
Chelsea,Crystal Palace,2,1,1,7
Everton,Fulham,4,1,1,7
Newcastle United,Southampton,1,1,0,7
West Ham United,Sunderland,0,0,0,7
Hull City,Stoke City,0,0,0,7
Aston Villa,Manchester United,0,3,2,7
Norwich City,Swansea City,1,1,0,7
Tottenham Hotspur,Liverpool,0,5,2,7
Liverpool,Cardiff City,3,1,1,7
Crystal Palace,Newcastle United,0,3,2,7
Fulham,Manchester City,2,4,2,7
Manchester United,West Ham United,3,1,1,7
Stoke City,Aston Villa,2,1,1,7
Sunderland,Norwich City,0,0,0,7
West Bromwich Albion,Hull City,1,1,0,7
Southampton,Tottenham Hotspur,2,3,2,7
Swansea City,Everton,1,2,2,7
Arsenal,Chelsea,0,0,0,7
Hull City,Manchester United,2,3,2,7
Aston Villa,Crystal Palace,0,1,2,7
Cardiff City,Southampton,0,3,2,7
Chelsea,Swansea City,1,0,1,7
Everton,Sunderland,0,1,2,7
Newcastle United,Stoke City,5,1,1,7
Norwich City,Fulham,1,2,2,7
Tottenham Hotspur,West Bromwich Albion,1,1,0,7
West Ham United,Arsenal,1,3,2,7
Manchester City,Liverpool,2,1,1,7
West Ham United,West Bromwich Albion,3,3,0,7
Aston Villa,Swansea City,1,1,0,7
Hull City,Fulham,6,0,1,7
Manchester City,Crystal Palace,1,0,1,7
Norwich City,Manchester United,0,1,2,7
Cardiff City,Sunderland,2,2,0,7
Everton,Southampton,2,1,1,7
Newcastle United,Arsenal,0,1,2,7
Chelsea,Liverpool,2,1,1,7
Tottenham Hotspur,Stoke City,3,0,1,7
Swansea City,Manchester City,2,3,2,7
Arsenal,Cardiff City,2,0,1,7
Crystal Palace,Norwich City,1,1,0,7
Fulham,West Ham United,2,1,1,7
Liverpool,Hull City,2,0,1,7
Southampton,Chelsea,0,3,2,7
Stoke City,Everton,1,1,0,7
Sunderland,Aston Villa,0,1,2,7
West Bromwich Albion,Newcastle United,1,0,1,7
Manchester United,Tottenham Hotspur,1,2,2,7
Hull City,Chelsea,0,2,2,7
Cardiff City,West Ham United,0,2,2,7
Everton,Norwich City,2,0,1,7
Fulham,Sunderland,1,4,2,7
Southampton,West Bromwich Albion,1,0,1,7
Tottenham Hotspur,Crystal Palace,2,0,1,7
Manchester United,Swansea City,2,0,1,7
Newcastle United,Manchester City,0,2,2,7
Stoke City,Liverpool,3,5,2,7
Aston Villa,Arsenal,1,2,2,7
Sunderland,Southampton,2,2,0,7
Arsenal,Fulham,2,0,1,7
Crystal Palace,Stoke City,1,0,1,7
Manchester City,Cardiff City,4,2,1,7
Norwich City,Hull City,1,0,1,7
West Ham United,Newcastle United,1,3,2,7
Liverpool,Aston Villa,2,2,0,7
Swansea City,Tottenham Hotspur,1,3,2,7
Chelsea,Manchester United,3,1,1,7
West Bromwich Albion,Everton,1,1,0,7
Manchester United,Cardiff City,2,0,1,7
Norwich City,Newcastle United,0,0,0,7
Southampton,Arsenal,2,2,0,7
Swansea City,Fulham,2,0,1,7
Crystal Palace,Hull City,1,0,1,7
Liverpool,Everton,4,0,1,7
Aston Villa,West Bromwich Albion,4,3,1,7
Chelsea,West Ham United,0,0,0,7
Sunderland,Stoke City,1,0,1,7
Tottenham Hotspur,Manchester City,1,5,2,7
Newcastle United,Sunderland,0,3,2,7
West Ham United,Swansea City,2,0,1,7
Cardiff City,Norwich City,2,1,1,7
Everton,Aston Villa,2,1,1,7
Fulham,Southampton,0,3,2,7
Hull City,Tottenham Hotspur,1,1,0,7
Stoke City,Manchester United,2,1,1,7
West Bromwich Albion,Liverpool,1,1,0,7
Arsenal,Crystal Palace,2,0,1,7
Manchester City,Chelsea,0,1,2,7
Liverpool,Arsenal,5,1,1,7
Aston Villa,West Ham United,0,2,2,7
Chelsea,Newcastle United,3,0,1,7
Crystal Palace,West Bromwich Albion,3,1,1,7
Norwich City,Manchester City,0,0,0,7
Southampton,Stoke City,2,2,0,7
Sunderland,Hull City,0,2,2,7
Swansea City,Cardiff City,3,0,1,7
Tottenham Hotspur,Everton,1,0,1,7
Manchester United,Fulham,2,2,0,7
Cardiff City,Aston Villa,0,0,0,7
Hull City,Southampton,0,1,2,7
West Ham United,Norwich City,2,0,1,7
West Bromwich Albion,Chelsea,1,1,0,7
Arsenal,Manchester United,0,0,0,7
Newcastle United,Tottenham Hotspur,0,4,2,7
Stoke City,Swansea City,1,1,0,7
Fulham,Liverpool,2,3,2,7
Chelsea,Everton,1,0,1,7
Arsenal,Sunderland,4,1,1,7
Cardiff City,Hull City,0,4,2,7
Manchester City,Stoke City,1,0,1,7
West Bromwich Albion,Fulham,1,1,0,7
West Ham United,Southampton,3,1,1,7
Crystal Palace,Manchester United,0,2,2,7
Liverpool,Swansea City,4,3,1,7
Newcastle United,Aston Villa,1,0,1,7
Norwich City,Tottenham Hotspur,1,0,1,7
Everton,West Ham United,1,0,1,7
Fulham,Chelsea,1,3,2,7
Hull City,Newcastle United,1,4,2,7
Stoke City,Arsenal,1,0,1,7
Southampton,Liverpool,0,3,2,7
Aston Villa,Norwich City,4,1,1,7
Swansea City,Crystal Palace,1,1,0,7
Tottenham Hotspur,Cardiff City,1,0,1,7
West Bromwich Albion,Manchester United,0,3,2,7
Cardiff City,Fulham,3,1,1,7
Crystal Palace,Southampton,0,1,2,7
Norwich City,Stoke City,1,1,0,7
Chelsea,Tottenham Hotspur,4,0,1,7
Hull City,Manchester City,0,2,2,7
Everton,Cardiff City,2,1,1,7
Fulham,Newcastle United,1,0,1,7
Southampton,Norwich City,4,2,1,7
Stoke City,West Ham United,3,1,1,7
Sunderland,Crystal Palace,0,0,0,7
Swansea City,West Bromwich Albion,1,2,2,7
Aston Villa,Chelsea,1,0,1,7
Manchester United,Liverpool,0,3,2,7
Tottenham Hotspur,Arsenal,0,1,2,7
Chelsea,Arsenal,6,0,1,7
Cardiff City,Liverpool,3,6,2,7
Everton,Swansea City,3,2,1,7
Hull City,West Bromwich Albion,2,0,1,7
Manchester City,Fulham,5,0,1,7
Newcastle United,Crystal Palace,1,0,1,7
Norwich City,Sunderland,2,0,1,7
West Ham United,Manchester United,0,2,2,7
Tottenham Hotspur,Southampton,3,2,1,7
Aston Villa,Stoke City,1,4,2,7
Arsenal,Swansea City,2,2,0,7
Manchester United,Manchester City,0,3,2,7
Newcastle United,Everton,0,3,2,7
West Ham United,Hull City,2,1,1,7
Liverpool,Sunderland,2,1,1,7
Manchester United,Aston Villa,4,1,1,7
Crystal Palace,Chelsea,1,0,1,7
Southampton,Newcastle United,4,0,1,7
Stoke City,Hull City,1,0,1,7
Swansea City,Norwich City,3,0,1,7
West Bromwich Albion,Cardiff City,3,3,0,7
Arsenal,Manchester City,1,1,0,7
Fulham,Everton,1,3,2,7
Liverpool,Tottenham Hotspur,4,0,1,7
Sunderland,West Ham United,1,2,2,7
Manchester City,Southampton,4,1,1,7
Aston Villa,Fulham,1,2,2,7
Cardiff City,Crystal Palace,0,3,2,7
Hull City,Swansea City,1,0,1,7
Newcastle United,Manchester United,0,4,2,7
Norwich City,West Bromwich Albion,0,1,2,7
Chelsea,Stoke City,3,0,1,7
Everton,Arsenal,3,0,1,7
West Ham United,Liverpool,1,2,2,7
Tottenham Hotspur,Sunderland,5,1,1,7
Crystal Palace,Aston Villa,1,0,1,7
Fulham,Norwich City,1,0,1,7
Southampton,Cardiff City,0,1,2,7
Stoke City,Newcastle United,1,0,1,7
Sunderland,Everton,0,1,2,7
West Bromwich Albion,Tottenham Hotspur,3,3,0,7
Liverpool,Manchester City,3,2,1,7
Swansea City,Chelsea,0,1,2,7
Arsenal,West Ham United,3,1,1,7
Everton,Crystal Palace,2,3,2,7
Manchester City,Sunderland,2,2,0,7
Tottenham Hotspur,Fulham,3,1,1,7
Aston Villa,Southampton,0,0,0,7
Cardiff City,Stoke City,1,1,0,7
Newcastle United,Swansea City,1,2,2,7
West Ham United,Crystal Palace,0,1,2,7
Chelsea,Sunderland,1,2,2,7
Norwich City,Liverpool,2,3,2,7
Hull City,Arsenal,0,3,2,7
Everton,Manchester United,2,0,1,7
Manchester City,West Bromwich Albion,3,1,1,7
Southampton,Everton,2,0,1,7
Fulham,Hull City,2,2,0,7
Stoke City,Tottenham Hotspur,0,1,2,7
Swansea City,Aston Villa,4,1,1,7
West Bromwich Albion,West Ham United,1,0,1,7
Manchester United,Norwich City,4,0,1,7
Sunderland,Cardiff City,4,0,1,7
Liverpool,Chelsea,0,2,2,7
Crystal Palace,Manchester City,0,2,2,7
Arsenal,Newcastle United,3,0,1,7
West Ham United,Tottenham Hotspur,2,0,1,7
Aston Villa,Hull City,3,1,1,7
Manchester United,Sunderland,0,1,2,7
Newcastle United,Cardiff City,3,0,1,7
Stoke City,Fulham,4,1,1,7
Swansea City,Southampton,0,1,2,7
Everton,Manchester City,2,3,2,7
Arsenal,West Bromwich Albion,1,0,1,7
Chelsea,Norwich City,0,0,0,7
Crystal Palace,Liverpool,3,3,0,7
Manchester United,Hull City,3,1,1,7
Manchester City,Aston Villa,4,0,1,7
Sunderland,West Bromwich Albion,2,0,1,7
Cardiff City,Chelsea,1,2,2,7
Fulham,Crystal Palace,2,2,0,7
Hull City,Everton,0,2,2,7
Liverpool,Newcastle United,2,1,1,7
Manchester City,West Ham United,2,0,1,7
Norwich City,Arsenal,0,2,2,7
Southampton,Manchester United,1,1,0,7
Sunderland,Swansea City,1,3,2,7
Tottenham Hotspur,Aston Villa,3,0,1,7
West Bromwich Albion,Stoke City,1,2,2,7
Manchester United,Swansea City,1,2,2,8
Leicester City,Everton,2,2,0,8
Queens Park Rangers,Hull City,0,1,2,8
Stoke City,Aston Villa,0,1,2,8
West Bromwich Albion,Sunderland,2,2,0,8
West Ham United,Tottenham Hotspur,0,1,2,8
Arsenal,Crystal Palace,2,1,1,8
Liverpool,Southampton,2,1,1,8
Newcastle United,Manchester City,0,2,2,8
Burnley,Chelsea,1,3,2,8
Aston Villa,Newcastle United,0,0,0,8
Chelsea,Leicester City,2,0,1,8
Crystal Palace,West Ham United,1,3,2,8
Southampton,West Bromwich Albion,0,0,0,8
Swansea City,Burnley,1,0,1,8
Everton,Arsenal,2,2,0,8
Hull City,Stoke City,1,1,0,8
Tottenham Hotspur,Queens Park Rangers,4,0,1,8
Sunderland,Manchester United,1,1,0,8
Manchester City,Liverpool,3,1,1,8
Burnley,Manchester United,0,0,0,8
Manchester City,Stoke City,0,1,2,8
Newcastle United,Crystal Palace,3,3,0,8
Queens Park Rangers,Sunderland,1,0,1,8
Swansea City,West Bromwich Albion,3,0,1,8
West Ham United,Southampton,1,3,2,8
Everton,Chelsea,3,6,2,8
Aston Villa,Hull City,2,1,1,8
Tottenham Hotspur,Liverpool,0,3,2,8
Leicester City,Arsenal,1,1,0,8
Arsenal,Manchester City,2,2,0,8
Chelsea,Swansea City,4,2,1,8
Crystal Palace,Burnley,0,0,0,8
Southampton,Newcastle United,4,0,1,8
Stoke City,Leicester City,0,1,2,8
Sunderland,Tottenham Hotspur,2,2,0,8
West Bromwich Albion,Everton,0,2,2,8
Liverpool,Aston Villa,0,1,2,8
Manchester United,Queens Park Rangers,4,0,1,8
Hull City,West Ham United,2,2,0,8
Queens Park Rangers,Stoke City,2,2,0,8
Aston Villa,Arsenal,0,3,2,8
Burnley,Sunderland,0,0,0,8
Newcastle United,Hull City,2,2,0,8
Swansea City,Southampton,0,1,2,8
West Ham United,Liverpool,3,1,1,8
Leicester City,Manchester United,5,3,1,8
Tottenham Hotspur,West Bromwich Albion,0,1,2,8
Everton,Crystal Palace,2,3,2,8
Manchester City,Chelsea,1,1,0,8
Liverpool,Everton,1,1,0,8
Chelsea,Aston Villa,3,0,1,8
Crystal Palace,Leicester City,2,0,1,8
Hull City,Manchester City,2,4,2,8
Manchester United,West Ham United,2,1,1,8
Southampton,Queens Park Rangers,2,1,1,8
Sunderland,Swansea City,0,0,0,8
Arsenal,Tottenham Hotspur,1,1,0,8
West Bromwich Albion,Burnley,4,0,1,8
Stoke City,Newcastle United,1,0,1,8
Hull City,Crystal Palace,2,0,1,8
Leicester City,Burnley,2,2,0,8
Liverpool,West Bromwich Albion,2,1,1,8
Sunderland,Stoke City,3,1,1,8
Swansea City,Newcastle United,2,2,0,8
Aston Villa,Manchester City,0,2,2,8
Manchester United,Everton,2,1,1,8
Chelsea,Arsenal,2,0,1,8
Tottenham Hotspur,Southampton,1,0,1,8
West Ham United,Queens Park Rangers,2,0,1,8
Manchester City,Tottenham Hotspur,4,1,1,8
Arsenal,Hull City,2,2,0,8
Burnley,West Ham United,1,3,2,8
Crystal Palace,Chelsea,1,2,2,8
Everton,Aston Villa,3,0,1,8
Newcastle United,Leicester City,1,0,1,8
Southampton,Sunderland,8,0,1,8
Queens Park Rangers,Liverpool,2,3,2,8
Stoke City,Swansea City,2,1,1,8
West Bromwich Albion,Manchester United,2,2,0,8
West Ham United,Manchester City,2,1,1,8
Liverpool,Hull City,0,0,0,8
Southampton,Stoke City,1,0,1,8
Sunderland,Arsenal,0,2,2,8
West Bromwich Albion,Crystal Palace,2,2,0,8
Swansea City,Leicester City,2,0,1,8
Burnley,Everton,1,3,2,8
Tottenham Hotspur,Newcastle United,1,2,2,8
Manchester United,Chelsea,1,1,0,8
Queens Park Rangers,Aston Villa,2,0,1,8
Newcastle United,Liverpool,1,0,1,8
Arsenal,Burnley,3,0,1,8
Chelsea,Queens Park Rangers,2,1,1,8
Everton,Swansea City,0,0,0,8
Hull City,Southampton,0,1,2,8
Leicester City,West Bromwich Albion,0,1,2,8
Stoke City,West Ham United,2,2,0,8
Manchester City,Manchester United,1,0,1,8
Aston Villa,Tottenham Hotspur,1,2,2,8
Crystal Palace,Sunderland,1,3,2,8
Liverpool,Chelsea,1,2,2,8
Burnley,Hull City,1,0,1,8
Manchester United,Crystal Palace,1,0,1,8
Southampton,Leicester City,2,0,1,8
West Ham United,Aston Villa,0,0,0,8
Queens Park Rangers,Manchester City,2,2,0,8
Sunderland,Everton,1,1,0,8
Tottenham Hotspur,Stoke City,1,2,2,8
West Bromwich Albion,Newcastle United,0,2,2,8
Swansea City,Arsenal,2,1,1,8
Chelsea,West Bromwich Albion,2,0,1,8
Everton,West Ham United,2,1,1,8
Leicester City,Sunderland,0,0,0,8
Manchester City,Swansea City,2,1,1,8
Newcastle United,Queens Park Rangers,1,0,1,8
Stoke City,Burnley,1,2,2,8
Arsenal,Manchester United,1,2,2,8
Crystal Palace,Liverpool,3,1,1,8
Hull City,Tottenham Hotspur,1,2,2,8
Aston Villa,Southampton,1,1,0,8
West Bromwich Albion,Arsenal,0,1,2,8
Burnley,Aston Villa,1,1,0,8
Liverpool,Stoke City,1,0,1,8
Manchester United,Hull City,3,0,1,8
Queens Park Rangers,Leicester City,3,2,1,8
Swansea City,Crystal Palace,1,1,0,8
West Ham United,Newcastle United,1,0,1,8
Sunderland,Chelsea,0,0,0,8
Southampton,Manchester City,0,3,2,8
Tottenham Hotspur,Everton,2,1,1,8
Burnley,Newcastle United,1,1,0,8
Leicester City,Liverpool,1,3,2,8
Manchester United,Stoke City,2,1,1,8
Swansea City,Queens Park Rangers,2,0,1,8
Crystal Palace,Aston Villa,0,1,2,8
West Bromwich Albion,West Ham United,1,2,2,8
Arsenal,Southampton,1,0,1,8
Chelsea,Tottenham Hotspur,3,0,1,8
Everton,Hull City,1,1,0,8
Sunderland,Manchester City,1,4,2,8
Newcastle United,Chelsea,2,1,1,8
Hull City,West Bromwich Albion,0,0,0,8
Liverpool,Sunderland,0,0,0,8
Queens Park Rangers,Burnley,2,0,1,8
Stoke City,Arsenal,3,2,1,8
Tottenham Hotspur,Crystal Palace,0,0,0,8
Manchester City,Everton,1,0,1,8
West Ham United,Swansea City,3,1,1,8
